"date","close","volume","open","high","low"
"16:00","167.19","2,934,299","167.10","167.87","166.01"
"2017/01/03","167.1900","2934107.0000","167.0000","167.8700","166.0100"
"2016/12/30","165.9900","2952198.0000","166.4400","166.7000","165.5000"
"2016/12/29","166.6000","1663140.0000","166.0200","166.9900","166.0000"
"2016/12/28","166.1900","1723593.0000","167.2900","167.7400","166.0000"
"2016/12/27","167.1400","1397392.0000","166.9800","167.9800","166.8500"
"2016/12/23","166.7100","1701208.0000","167.0000","167.4900","166.4500"
"2016/12/22","167.0600","2781138.0000","167.3600","168.2300","166.5800"
"2016/12/21","167.3300","3574850.0000","166.2500","167.9400","165.2500"
"2016/12/20","167.6000","2174492.0000","167.4900","168.2500","166.4500"
"2016/12/19","166.6800","2955862.0000","166.8300","167.2600","166.0000"
"2016/12/16","166.7300","7117018.0000","168.9700","169.1100","166.0600"
"2016/12/15","168.0200","3385177.0000","168.0100","169.8500","167.7800"
"2016/12/14","168.5100","4046752.0000","168.3700","169.8900","167.4500"
"2016/12/13","168.2900","5860952.0000","165.6800","169.9520","165.6800"
"2016/12/12","165.5000","3389243.0000","166.7200","166.7900","165.0700"
"2016/12/09","166.5200","3145182.0000","165.1800","166.7200","164.6042"
"2016/12/08","165.3600","3262803.0000","164.8700","166.0000","164.2200"
"2016/12/07","164.7900","4434800.0000","160.6000","165.1800","160.3900"
"2016/12/06","160.3500","2858766.0000","160.1300","160.7900","158.9300"
"2016/12/05","159.8400","3446698.0000","160.8500","161.1500","159.5875"
"2016/12/02","160.0200","2740532.0000","159.0000","160.2900","158.4100"
"2016/12/01","159.8200","4634638.0000","161.9500","162.1950","158.3000"
"2016/11/30","162.2200","4397775.0000","163.3500","163.8000","162.2100"
"2016/11/29","163.5300","3139540.0000","164.0000","164.4100","163.0300"
"2016/11/28","164.5200","4438710.0000","163.2000","164.6600","162.7000"
"2016/11/25","163.1400","1605344.0000","161.8300","163.1900","161.8300"
"2016/11/23","161.9800","2256035.0000","161.9400","162.3800","161.3557"
"2016/11/22","162.6700","2770714.0000","163.0000","163.0000","161.9500"
"2016/11/21","162.7700","4633131.0000","160.6900","163.0000","160.3697"
"2016/11/18","160.3900","2979264.0000","159.8000","160.7200","159.2100"
"2016/11/17","159.8000","2260909.0000","159.2200","159.9300","158.8500"
"2016/11/16","159.2900","2252655.0000","158.4600","159.5500","158.0300"
"2016/11/15","158.6700","3475578.0000","158.4200","159.1500","157.5500"
"2016/11/14","158.2100","5192889.0000","161.2500","161.8600","157.5800"
"2016/11/11","161.2700","4446510.0000","159.9700","161.3400","159.3300"
"2016/11/10","160.2200","7711608.0000","157.6600","161.1600","157.5900"
"2016/11/09","154.8100","5403573.0000","152.9600","155.5600","151.0000"
"2016/11/08","155.1700","3920344.0000","154.5600","155.9300","153.0600"
"2016/11/07","155.7200","3746609.0000","153.9900","156.1100","153.8400"
"2016/11/04","152.4300","2467966.0000","152.4000","153.6400","151.8700"
"2016/11/03","152.3700","2878718.0000","152.5100","153.7400","151.8000"
"2016/11/02","151.9500","3072611.0000","152.4800","153.3450","151.6700"
"2016/11/01","152.7900","3187660.0000","153.5000","153.9100","151.7400"
"2016/10/31","153.6900","3550358.0000","152.7600","154.3300","152.7600"
"2016/10/28","152.6100","3654444.0000","154.0500","154.4400","152.1800"
"2016/10/27","153.3500","4227704.0000","152.8200","154.0600","152.0200"
"2016/10/26","151.8100","2811314.0000","150.7100","152.9400","150.2550"
"2016/10/25","150.8800","2647416.0000","150.6900","151.1600","149.8300"
"2016/10/24","150.5700","2662724.0000","150.4000","151.5200","150.4000"
"2016/10/21","149.6300","4413601.0000","150.5800","151.1500","149.5600"
"2016/10/20","151.5200","4020780.0000","151.2800","152.9000","151.0200"
"2016/10/19","151.2600","4629444.0000","151.2700","152.4500","150.8300"
"2016/10/18","150.7200","12764180.0000","150.0200","151.0000","147.7900"
"2016/10/17","154.7700","5836054.0000","154.4500","155.8900","154.3400"
"2016/10/14","154.4500","4357890.0000","154.4700","155.5300","154.0900"
"2016/10/13","153.7200","2909898.0000","153.7000","154.2200","152.2700"
"2016/10/12","154.2900","2959700.0000","154.9700","154.9700","153.0800"
"2016/10/11","154.7900","2899603.0000","156.7300","156.9500","153.8900"
"2016/10/10","157.0200","2467856.0000","156.7100","158.4900","156.6550"
"2016/10/07","155.6700","2668385.0000","157.1400","157.7000","154.8600"
"2016/10/06","156.8800","1949931.0000","156.8400","157.4300","155.8900"
"2016/10/05","157.0800","1684298.0000","157.0700","157.8300","156.7200"
"2016/10/04","156.4600","2884146.0000","157.6700","158.5300","155.8200"
"2016/10/03","157.6100","2227749.0000","158.0600","158.3700","157.0200"
"2016/09/30","158.8500","3596878.0000","158.9000","159.8380","158.0600"
"2016/09/29","158.1100","3372183.0000","158.6300","165.0000","157.4600"
"2016/09/28","158.2900","3309408.0000","156.9900","158.6250","156.2300"
"2016/09/27","156.7700","2983602.0000","154.3200","156.7700","153.8100"
