"date","close","volume","open","high","low"
"16:00","127.49","9,437,856","124.96","128.19","124.31"
"2017/01/03","127.4900","9427706.0000","124.9600","128.1900","124.3100"
"2016/12/30","123.8000","4452771.0000","126.2400","126.5700","123.6000"
"2016/12/29","125.3300","3444066.0000","125.9500","126.1400","124.2000"
"2016/12/28","125.8900","4368523.0000","129.0700","129.0700","125.7600"
"2016/12/27","128.3500","5280624.0000","126.2400","129.0500","125.7000"
"2016/12/23","125.5900","2010121.0000","125.6100","126.2800","125.0800"
"2016/12/22","125.5800","4160767.0000","126.8400","127.5000","125.1800"
"2016/12/21","126.5000","6499033.0000","125.5300","127.7372","125.0000"
"2016/12/20","125.1200","3933171.0000","125.4600","126.3000","124.6400"
"2016/12/19","125.4500","4863748.0000","124.3000","126.4400","122.8700"
"2016/12/16","124.2200","7864162.0000","126.3900","126.6800","124.0100"
"2016/12/15","125.0000","7374166.0000","123.4400","127.4300","122.9500"
"2016/12/14","123.4400","6105620.0000","123.4300","124.4000","122.5000"
"2016/12/13","123.7800","5528230.0000","123.5100","125.0900","122.7809"
"2016/12/12","122.8300","3911511.0000","122.8400","124.0300","122.3000"
"2016/12/09","122.8800","4697522.0000","123.7800","124.3000","121.7300"
"2016/12/08","123.2400","8985030.0000","125.4000","126.3500","122.1600"
"2016/12/07","125.3900","8188570.0000","124.4800","125.7500","123.2500"
"2016/12/06","124.5700","11498380.0000","120.1000","124.7900","119.4200"
"2016/12/05","119.1600","7620560.0000","120.7300","120.7500","118.4000"
"2016/12/02","120.8100","8937134.0000","116.7500","120.9800","116.7500"
"2016/12/01","117.2200","8632991.0000","117.5200","118.6800","113.9500"
"2016/11/30","117.0000","7692293.0000","119.0000","120.3700","116.3913"
"2016/11/29","117.5100","7081312.0000","117.3000","119.1800","117.1316"
"2016/11/28","116.9300","5267321.0000","117.0500","117.6200","115.7100"
"2016/11/25","117.4100","1616260.0000","117.6400","118.3900","117.1800"
"2016/11/23","117.6900","4518610.0000","117.7600","118.8900","117.3100"
"2016/11/22","118.0400","7005927.0000","118.3200","119.4600","116.9800"
"2016/11/21","117.9600","7054753.0000","116.2000","118.7200","116.1900"
"2016/11/18","115.2100","6742471.0000","115.7300","116.4200","113.5100"
"2016/11/17","115.0300","6227332.0000","115.1300","116.8100","113.5600"
"2016/11/16","115.1900","5928187.0000","112.9600","116.1200","111.8100"
"2016/11/15","113.5900","7435934.0000","114.5500","116.4100","113.0910"
"2016/11/14","113.3800","9928472.0000","114.7500","115.9000","110.6800"
"2016/11/11","114.7800","11076290.0000","114.9000","116.6300","113.1100"
"2016/11/10","115.4200","19693320.0000","122.7600","122.9700","113.7000"
"2016/11/09","122.1900","7704905.0000","121.8400","123.6500","120.8611"
"2016/11/08","124.3400","4674424.0000","124.1200","125.8100","123.2200"
"2016/11/07","124.5800","5822973.0000","124.2600","125.7500","123.3700"
"2016/11/04","122.0300","4826146.0000","122.0000","123.4300","121.6200"
"2016/11/03","122.1400","5039867.0000","122.3100","123.7200","121.8400"
"2016/11/02","122.3400","4781816.0000","122.8300","124.0700","121.8300"
"2016/11/01","123.3000","6967960.0000","124.9800","125.8300","121.8000"
"2016/10/31","124.8700","6505484.0000","126.8500","126.9000","124.4000"
"2016/10/28","126.5700","7063892.0000","126.0800","128.9300","126.0118"
"2016/10/27","126.4700","6899885.0000","127.4300","128.1800","125.9300"
"2016/10/26","126.9700","8597271.0000","126.2900","128.7200","125.7500"
"2016/10/25","126.5100","8229210.0000","126.5200","128.0600","125.7500"
"2016/10/24","127.3300","15962960.0000","127.4200","129.2900","126.1500"
"2016/10/21","127.5000","18811190.0000","122.5000","127.8500","122.3100"
"2016/10/20","123.3500","14477630.0000","121.9700","123.7500","121.0600"
"2016/10/19","121.8700","21930460.0000","118.2500","122.4500","118.0000"
"2016/10/18","118.7900","42116450.0000","116.6300","119.8200","116.5000"
"2016/10/17","99.8000","25575340.0000","100.5000","100.7300","98.3800"
"2016/10/14","101.4700","9517720.0000","101.5900","102.0990","100.3500"
"2016/10/13","100.2300","8315956.0000","98.0100","100.5000","97.6300"
"2016/10/12","99.5000","7406627.0000","100.8800","102.4700","99.2200"
"2016/10/11","100.5900","9027645.0000","102.3100","102.9000","99.8600"
