"date","close","volume","open","high","low"
"16:00","0.002","120","N/A","0.002","0.002"
"2017/01/03","0.0020","120.0000","0.0020","0.0020","0.0020"
"2016/12/30","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/12/29","0.0020","125.0000","0.0020","0.0020","0.0020"
"2016/12/28","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/27","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/23","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/22","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/21","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/20","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/19","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/16","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/12/15","0.0015","7562.0000","0.0015","0.0015","0.0015"
"2016/12/14","0.0011","0.0000","0.0011","0.0011","0.0011"
"2016/12/13","0.0011","0.0000","0.0011","0.0011","0.0011"
"2016/12/12","0.0011","7000.0000","0.0010","0.0011","0.0010"
"2016/12/09","0.0001","591957.0000","0.0001","0.0001","0.0001"
"2016/12/08","0.0010","100.0000","0.0010","0.0010","0.0010"
"2016/12/07","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/12/06","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/12/05","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/12/02","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/12/01","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/30","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/29","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/28","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/25","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/23","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/22","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/21","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/18","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/17","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/16","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/15","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/14","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/11","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/10","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/09","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/08","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/07","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/04","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/03","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/02","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/11/01","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/31","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/28","0.0001","500.0000","0.0001","0.0001","0.0001"
"2016/10/27","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/26","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/25","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/24","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/21","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/20","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/19","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/18","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/17","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/14","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/13","0.0001","47582.0000","0.0001","0.0001","0.0001"
"2016/10/12","0.0000","500.0000","0.0000","0.0000","0.0000"
"2016/10/11","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/10","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/07","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/06","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/05","0.0001","0.0000","0.0001","0.0001","0.0001"
"2016/10/04","0.0001","11000.0000","0.0001","0.0001","0.0001"
"2016/10/03","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/30","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/29","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/28","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/27","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/26","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/23","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/22","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/21","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/20","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/19","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/16","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/15","0.0020","0.0000","0.0020","0.0020","0.0020"
"2016/09/14","0.0020","640.0000","0.0015","0.0020","0.0015"
"2016/09/13","0.0017","200.0000","0.0017","0.0017","0.0017"
"2016/09/12","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/09/09","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/09/08","0.0015","0.0000","0.0015","0.0015","0.0015"
"2016/09/07","0.0015","210.0000","0.0015","0.0015","0.0015"
"2016/09/06","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/09/02","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/09/01","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/31","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/30","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/29","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/26","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/25","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/24","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/23","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/22","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/19","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/18","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/17","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/16","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/15","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/12","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/11","0.0010","0.0000","0.0010","0.0010","0.0010"
"2016/08/10","0.0010","500.0000","0.0010","0.0010","0.0010"
"2016/08/09","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/08/08","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/08/05","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/08/04","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/08/03","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/08/02","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/08/01","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/07/29","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/07/28","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/07/27","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/07/26","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/07/25","0.3515","0.0000","0.3515","0.3515","0.3515"
"2016/07/22","0.3515","500.0000","0.3515","0.3515","0.3515"
"2016/07/21","0.3919","500.0000","0.3919","0.3919","0.3919"
"2016/07/20","0.3856","0.0000","0.3856","0.3856","0.3856"
"2016/07/19","0.3856","500.0000","0.3856","0.3856","0.3856"
"2016/07/18","0.3874","507.0000","0.3874","0.3874","0.3874"
"2016/07/15","0.3914","210.0000","0.3914","0.3914","0.3914"
"2016/07/14","0.3708","3270.0000","0.3698","0.3708","0.3698"
"2016/07/13","0.3763","0.0000","0.3763","0.3763","0.3763"
"2016/07/12","0.3763","1000.0000","0.4177","0.4177","0.3710"
"2016/07/11","0.3982","1450.0000","0.3681","0.3982","0.3681"
"2016/07/08","0.3679","900.0000","0.3686","0.3690","0.3679"
"2016/07/07","0.4157","1650.0000","0.4159","0.4159","0.4157"
"2016/07/06","0.4200","300.0000","0.4111","0.4200","0.4111"
"2016/07/05","0.4200","4790.0000","0.4183","0.4200","0.4113"
"2016/07/01","0.4122","0.0000","0.4122","0.4122","0.4122"
"2016/06/30","0.4122","17214.0000","0.3640","0.4122","0.3640"
"2016/06/29","0.4086","0.0000","0.4086","0.4086","0.4086"
"2016/06/28","0.4086","1030.0000","0.4029","0.4413","0.4029"
"2016/06/27","0.3690","327.0000","0.3690","0.3690","0.3690"
"2016/06/24","0.4439","23942.0000","0.4581","0.4663","0.4439"
"2016/06/23","0.4556","650.0000","0.4590","0.4590","0.4556"
"2016/06/22","0.3763","590.0000","0.3799","0.3799","0.3763"
"2016/06/21","0.4160","2500.0000","0.4162","0.4162","0.4160"
"2016/06/20","0.4269","5627.0000","0.3963","0.4395","0.3963"
"2016/06/17","0.3935","1791.0000","0.4140","0.4140","0.3935"
"2016/06/16","0.4115","1100.0000","0.4551","0.4551","0.4115"
